1,[1.69237,0,1.6,1.69728,0,1.59701,1.63263,2.89552,3.72454,1.6449,1.27547,1.63606]
2,[0.762241,0,2.28571,1.7545,0.29251,1.5415,1.62309,0.511284,2.99549,1.47578,1.10138,2.29954]
3,[1.60717,0,3.15609,1.27535,0,2.70734,1.45044,0.620311,2.50738,1.68516,0.23619,1.57638]
4,[1.59237,0,1.69123,1.66013,1.27006,2.53643,1.66013,0,1.69123,1.59237,0.325713,3.38284]
5,[2,0,1.56616,2,0.596734,1.6079,1.64659,1.8931,2.57022,1.57233,1.07977,1.70579]
6,[1.35522,0,2.54663,1.65536,0.41316,1.69918,1.69699,0.343461,1.70341,1.58201,0,2.28571]
7,[1.46552,0,2.46139,0.725282,1.2317,2.46138,1.47787,1.23536,2.46077,1.29811,1.75012,3.25517]
8,[0.76559,0,2.98794,1.66255,1.54641,1.73084,1.78279,0,1.51808,1.60466,1.5734,2.98047]
9,[1.48872,0,3.51245,1.65174,0,1.6,1.58002,1.50825,3.27769,0.914346,0.210389,3.3549]
10,[1.61194,0,2.28571,1.49586,4.77807e-07,2.28571,0.733444,1.15818,2.28061,1.71805,5.69662e-07,1.77778]
11,[1.49876,0,2.27717,1.60749,0.937348,1.67363,1.74937,1.11583,2.29372,0.730688,0,2.28571]
12,[1.6263,0,1.59068,1.76556,2.05508e-07,1.77778,1.69249,0,1.81323,1.47173,0.831926,3.69367]
13,[1.59662,0,3.12535,1.5966,0.420739,1.73103,1.63585,0,2.59424,1.63586,0.420811,1.73102]
14,[1.59773,0,1.45455,2,0,1.49752,1.60934,0.0820581,2.94558,0.771604,1.54979,2.90752]
15,[1.72345,0,2.28571,0.731583,1.10712,2.29458,1.49398,1.06807,2.29974,1.7084,0.479186,1.72453]
16,[1.61155,0,1.57288,1.6902,0,1.5746,1.59006,0.203238,3.06773,0.777123,1.76116,3.0532]
17,[1.64019,0,1.65248,1.58057,1.91816,2.75567,1.41243,0.902889,3.77428,1.1198,0,3.73914]
18,[1.69563,0,1.6,1.76175,1.09695,2.12901,0.799686,0,2.13544,1.76333,0.00178448,1.59982]
19,[1.67959,0,1.94738,1.51234,0.213293,2.25524,1.64374,0,1.59499,1.75001,0.985402,1.66829]
20,[1.32589,0,2.24332,1.56008,0.275645,1.68355,1.55567,2.23241,3.74613,1.02915,1.20358,3.32402]
21,[1.3154,0,2.53103,1.66252,0.417598,1.68807,1.6938,0.392993,1.6968,1.59417,0.736827,3.05263]
22,[1.59976,0,1.6548,1.58556,0,2.50253,1.63867,0.121917,1.58781,1.58924,3.45614,3.91325]
23,[1.64069,0,1.6,1.69224,6.55865e-06,1.6,1.71258,0.407268,2.3982,1.32122,1.58051,3.01293]
24,[1.69106,0,1.69544,1.6003,0.34166,3.39087,1.6003,1.66614e-07,1.69544,1.69106,0.169373,1.69574]
25,[1.76049,0,2.2502,1.433,1.69886,2.81403,0.769111,0.136931,2.85975,1.62444,0,1.45455]
26,[1.35536,0,2.81138,1.3153,2.21494,3.61427,1.33695,2.94939,3.55972,1.34641,0.266497,2.1426]
27,[1.36978,0,2.23724,1.25532,0.562311,2.41781,1.67339,0,1.72996,1.6359,1.23842,3.69039]
28,[2,0,1.6,1.72609,1.34729,2.36558,1.57493,0,1.74601,2,0,1.57883]
29,[1.28452,0,2.69717,1.60177,0.0266774,1.73052,1.69808,0,1.74183,1.6183,1.38916,2.15877]
30,[1.52423,0,3.88951,1.68759,0,1.6,1.75662,1.22825,2.27337,0.752792,0.0919737,2.27258]
31,[1.43212,0,2.5933,1.64086,0,1.58462,1.65219,2.31167,3.42208,1.34633,1.08996,2.31755]
32,[1.6956,0,1.6,1.76234,1.09011,2.12998,0.798823,0,2.13504,1.76341,0.000678077,1.59993]
33,[1.60631,0,3.88781,1.51513,0.480343,2.39499,0.755712,1.68375,2.38604,1.7031,0.121765,1.7078]
34,[1.24244,0,3.37289,1.59658,0.0263277,1.66411,1.69139,0,1.6694,1.69073,1.34817,2.69635]
35,[1.59876,0,3.2,1.38723,0,2.15222,1.60517,0.79397,1.61674,2,0.0202782,1.59784]
36,[1.35774,0,2.86026,1.57354,0.238905,1.71762,1.69525,0.236572,1.70877,1.62184,1.152,2.39269]
37,[1.69997,0,3.95313,1.43412,1.67496,2.81253,0.746336,0.143947,2.85362,1.63116,0,1.45455]
38,[1.63108,0,2.09727,1.42192,0,2.60868,1.48911,0.595361,2.51717,1.66361,0.268649,1.57314]
39,[1.33346,0,2.31084,1.36687,0.153214,3.27107,1.33293,1.10493,2.10236,1.38876,1.2467,2.87412]
40,[1.75767,0,1.58998,1.70077,0,1.57943,1.65279,1.25666,2.10619,1.62274,0,1.77778]
41,[1.49553,0,2.28571,0.730366,1.15045,2.28665,1.70971,0,1.82297,1.57356,0,2.28085]
42,[1.63898,0,1.6,2,0.436621,1.66171,1.68146,0.348704,1.67688,1.61821,0,3.52607]
43,[1.51527,0,1.72427,1.51527,0.830563,3.45632,1.61142,0.00027045,1.59997,1.61142,0.830563,3.45632]
44,[1.60446,0,3.78685,1.59923,0.755119,1.62901,1.6125,0,2.69663,1.60241,0.457164,1.79569]
45,[1.30824,0,2.51929,1.35416,0.553625,2.1562,1.70463,0.432784,1.55672,1.61308,0.655531,3.06889]
46,[1.63629,0,2.59506,1.63629,0.431236,1.72986,1.70048,0.458042,1.71481,1.70048,0.431242,1.72986]
47,[1.40422,0,2.19381,1.40422,2.24522,2.74995,1.2996,1.54455,2.75136,1.2996,2.24522,2.74995]
48,[1.63952,0,2.5887,1.63952,0.430981,1.72562,1.58255,0.411557,3.11357,1.58255,0.430981,1.72562]
49,[1.63659,0,2.60054,1.64094,0.182921,1.57315,1.75578,0.0057264,1.77714,1.69135,0.440345,1.72885]
50,[1.42731,0,4,1.56921,0.314195,1.70806,1.61564,1.21302,2.13598,1.38027,0.757192,3.56634]
51,[2,0,1.69626,1.71844,1.93551,2.62081,0.730355,0.586208,2.63483,1.76962,0.144432,1.56306]
52,[1.67324,0,1.6,1.76142,0,1.77609,1.59944,0.371224,2.23268,1.30931,0,2.09806]
53,[1.50901,0,2.95756,0.774964,1.55634,2.94576,1.59017,0,1.4962,1.61456,0,2.95978]
54,[1.61003,0,1.68963,1.69198,0,1.69803,1.65599,2.11394,2.5506,1.23871,3.33974,3.43317]
55,[1.50729,0,2.6347,0.773701,1.45564,2.60431,1.44424,0,2.38933,1.33945,0,2.19616]
56,[1.60813,0,1.45455,1.77025,1.80138,3.64659,1.45488,1.03876,4,1.38227,1.53782,2.87069]
57,[1.5098,0,2.92356,1.62567,1.3132,1.49834,1.61334,1.47354,2.91851,0.767681,0.063597,2.89855]
58,[1.57572,0,2.87129,1.66607,1.2543,1.63841,1.63021,1.19125,3.37745,1.516,0.254382,1.71919]
59,[1.64411,0,1.72132,1.64411,0.446823,2.57772,1.37564,0,2.18543,1.37564,0.446823,2.57772]
60,[1.69327,0,1.6,1.63866,0.725339,2.6913,0.744644,2.05671,2.6995,1.75012,0.011938,1.59881]
61,[1.61936,0,3.13755,1.58325,0.0894162,1.69234,1.5316,2.70649,3.32338,1.68587,0,1.595]
62,[1.31788,0,2.49176,1.3227,0.684179,3.50789,1.31378,0.0925442,2.22453,1.37684,1.71035,3.52695]
63,[1.49518,0,2.28571,0.787479,1.12331,2.29302,1.52497,1.11061,2.76648,1.39792,0.383759,3.12325]
64,[2,0,1.59925,1.70572,3.59765,4,1.70749,0.792,1.60125,2,0.0431023,1.5778]
65,[1.3487,0,4,1.70326,0.349573,1.6101,1.68631,0.241323,1.63981,1.6008,0.534276,3.16752]
66,[1.65066,0,1.6,1.61584,0.264543,2.13394,1.62961,0,1.74098,1.57835,0,2.60777]
67,[1.67737,0,1.66662,1.56277,0,3.33594,0.856869,1.17727,3.35463,1.38503,0.424745,2.49768]
68,[1.73147,0,1.5569,2,0.586564,1.6951,1.68232,0.500516,1.72216,1.61977,3.52207,3.87878]
69,[1.69889,0,1.7106,1.69889,0.152605,1.6765,1.60019,2.1661,2.76678,1.60019,0.152605,1.6765]
70,[1.36766,0,2.08984,1.44797,2.03342,2.73333,0.769314,0.632013,2.76329,1.49706,0.49707,2.88012]
71,[1.49482,0,3.55796,1.46985,0,2.28571,0.824267,1.11946,2.29247,1.40206,0.0250187,3.42029]
72,[1.75641,0,1.6,1.69529,0,1.6,1.62085,1.77891,3.11055,1.60129,0,1.77778]
73,[1.55588,0,1.67602,1.68925,0,1.66924,1.55592,0.198595,3.34234,0.663851,1.47732,3.34821]
74,[1.72298,0,2.33731,1.72392,0.291308,1.57604,1.61533,0.0495468,3.15288,1.60403,0.274535,1.57255]
75,[1.69335,0,1.59554,1.74262,0,2.46341,0.741499,1.21496,2.46417,1.74631,0.0106102,1.59894]
76,[1.69282,0,3.99259,1.39222,0.973084,3.00538,1.32743,0.304397,2.45903,1.69593,0,1.53728]
77,[1.62027,0,3.1457,1.61968,0.00116544,1.59988,1.70006,0,1.6,1.69999,0.0220836,1.59779]
78,[1.57581,0,3.14267,1.61256,0,1.5973,1.61902,3.4628,3.72591,1.60052,0.386591,1.73482]
79,[1.62995,0,1.6,1.62548,1.32349e-23,3.14285,1.61763,1.49213,1.61199,1.6126,2.91705,3.20088]
80,[1.64686,0,3.64739,1.35123,0.495578,2.18339,1.33821,1.53712,3.25093,1.59969,0.170038,1.583]
81,[2,0,4,1.33656,2.78892,3.1137,1.58561,1.04437,1.6033,2,0,1.45455]
82,[2,0,1.67646,1.6831,0,1.68484,1.59159,3.52354,3.98819,1.70905,0.724088,1.59735]
83,[0.730256,0,2.52968,1.46051,0,2.52968,0.730256,1.26484,2.52968,1.46051,1.26484,2.52968]
84,[1.62754,0,3.8598,1.62754,0.420571,1.71438,1.57438,0.104182,2.28437,1.57438,0.420571,1.71438]
85,[1.63122,0,1.57546,1.78792,0.683081,1.70188,1.6545,0.299387,2.54221,1.37334,1.33411,2.09513]
86,[1.41541,0,2.66661,1.41541,1.52018,2.28936,1.42793,0.781523,2.53641,1.42793,1.52018,2.28936]
87,[1.7744,0,1.45455,1.66507,2.028,3.98134,1.56968,1.22897,1.69276,1.62303,2.54009,3.63994]
88,[1.37443,0,2.79297,1.19207,1.40749,3.72398,1.74353,0.30457,1.60651,1.70694,0,2.38832]
89,[1.52897,0,2.28571,0.78649,1.09266,2.30084,1.49816,2.55535,2.92397,1.3249,3.14818,4]
90,[1.56991,0,2.19438,1.33329,0.585224,2.83804,1.47206,0.0180254,3.06492,1.54917,0.428174,1.81304]
91,[1.75399,0,1.77778,1.60244,2.1169,3.14925,1.33704,0.89951,2.14752,1.60695,1.14774,1.61493]
92,[1.47162,0,2.40876,1.28424,1.35635,3.1252,1.33325,2.22801,2.44422,1.40421,1.7657,2.03347]
93,[0.777978,0,3.04308,1.57163,0,1.53419,2,0,1.52788,1.5846,1.62349,3.00212]
94,[0.754414,0,2.59363,1.41879,3.36801,3.50993,1.3486,0.710335,2.14785,1.45551,1.32194,2.58196]
95,[1.72588,0,3.8973,1.4913,0.210577,3.82566,0.811483,1.53697,3.77427,1.67681,0.281405,1.57186]
96,[0.747758,0,2.8073,1.70396,0,1.6,1.69154,0,1.58728,1.73619,1.48493,2.79326]
97,[1.2961,0,2.53195,1.3393,2.76537,3.04323,1.65399,0.735935,1.62015,1.58721,0.487885,3.35827]
98,[1.28032,0,3.10014,1.62622,0.815984,1.67608,1.5977,1.09959,2.35398,1.38172,0,2.66667]
99,[0.766404,0,2.87197,1.50608,2.84098,2.89279,1.62903,1.24366,1.47563,1.60664,1.37502,2.8987]
100,[1.6272,0,3.61275,1.43839,0,3.4132,1.1117,0.982723,3.37858,1.619,0.629139,1.68871]
101,[1.59641,0,4,1.6151,0.332663,1.72663,1.63651,0.273146,3.06277,1.63502,0,1.58874]
102,[1.63163,0,3.83218,1.40178,0.93097,3.35962,1.58646,0.519378,1.78246,1.76311,0,1.6]
103,[1.64968,0,1.58917,1.63672,0,2.59839,1.63824,0.443712,1.72848,1.61658,1.96993,3.50752]
